wo_number,work_dept,work_code,est_hrs,actual_hrs,hrs_variance,est_cost,job_cost,cost_variance,description,source_tier,source_file
10068.2,0600,0630,1.5,2.5,1.0,85.8,121.55,35.75,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10068.3,0099,0098,0.5,0.5,20.27,20.27,,,PERMIT SUBMITTED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.1,0100,0110,0.25,0.0,-0.25,10.62,0.0,-10.62,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.1,0200,0260,0.25,0.5,0.25,10.62,14.96,4.34,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.1,0500,0510,0.25,0.0,-0.25,10.62,0.0,-10.62,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.1,0500,0520,0.5,0.5,0.0,21.23,19.55,-1.68,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.1,0500,0550,0.5,0.5,0.0,21.23,19.3,-1.93,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.1,0600,0610,0.25,0.5,0.25,14.3,26.46,12.16,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.1,0600,0630,1.0,1.0,0.0,57.2,52.91,-4.29,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.1,0600,9600,0.5,0.5,26.46,26.46,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.2,0100,0110,0.5,0.0,-0.5,21.23,0.0,-21.23,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.2,0200,0260,1.0,0.5,-0.5,42.46,14.96,-27.5,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.2,0500,0510,0.25,0.0,-0.25,10.62,0.0,-10.62,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.2,0500,0520,1.0,0.5,-0.5,42.46,19.55,-22.91,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.2,0500,0550,1.0,1.0,0.0,42.46,38.6,-3.86,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.2,0600,0610,0.25,0.25,0.0,14.3,12.16,-2.14,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.2,0600,0620,0.5,0.5,23.8,23.8,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.2,0600,0630,1.0,1.0,48.62,48.62,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.2,0600,0640,1.5,0.0,-1.5,171.6,0.0,-171.6,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.2,0600,9600,0.25,0.25,12.16,12.16,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.3,0099,0098,0.5,0.5,20.27,20.27,,,PERMIT SUBMITTED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.3,0099,0099,1.0,1.0,40.53,40.53,,,PERMIT RECEIVED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1007.1,0600,0625,3.33,0.0,-3.33,181.15,0.0,-181.15,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1007.1,0600,0640,5.0,0.0,-5.0,544.0,0.0,-544.0,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1007.1,0800,0810,192.0,0.0,-192.0,480.0,0.0,-480.0,travel-see mileage charge,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10070.1,0200,0280,0.75,0.75,28.24,28.24,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0100,0110,1.0,0.0,-1.0,42.46,0.0,-42.46,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0200,0200,2.0,0.0,-2.0,84.92,0.0,-84.92,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0200,0210,6.0,0.0,-6.0,254.76,0.0,-254.76,SHEET METAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0200,0215,12.0,0.0,-12.0,509.52,0.0,-509.52,STRUCTURAL STEEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0200,0220,8.5,21.0,12.5,360.91,628.23,267.32,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0200,0260,2.0,0.75,-1.25,84.92,27.87,-57.05,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0200,0270,4.0,0.0,-4.0,169.84,0.0,-169.84,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0200,0282,2.0,0.0,-2.0,84.92,0.0,-84.92,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0200,9200,0.75,0.75,22.45,22.45,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0300,0310,2.0,0.0,-2.0,84.92,0.0,-84.92,BALLAST WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0300,0340,3.0,4.0,1.0,127.38,119.67,-7.71,ELECTRICAL WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0300,9300,0.5,0.5,14.96,14.96,,,ELECTRICAL OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0400,0410,2.0,2.5,0.5,84.92,94.09,9.17,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0400,0420,6.0,2.75,-3.25,254.76,103.51,-151.25,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0500,0520,1.0,1.5,0.5,42.46,58.38,15.92,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0500,0550,2.0,2.25,0.25,84.92,86.85,1.93,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0600,0610,1.0,3.75,2.75,57.2,188.43,131.23,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0600,0620,2.5,1.0,-1.5,141.75,47.6,-94.15,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0600,0630,9.0,2.5,-6.5,514.8,132.28,-382.52,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0600,0815,4.0,0.0,-4.0,228.8,0.0,-228.8,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,0600,9600,3.5,3.5,185.19,185.19,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,5200,5200,1.0,1.0,29.92,29.92,,,CLEAN & MAINTAIN SHOP,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,5300,5320,1.0,0.0,-1.0,42.46,0.0,-42.46,ADMINSTRATIVE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.2,0600,0610,1.0,1.0,0.0,57.2,49.71,-7.49,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.2,0600,0620,2.0,6.0,4.0,113.4,306.62,193.22,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.2,0600,0625,4.0,3.0,-1.0,228.8,158.73,-70.07,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.2,0600,0630,12.25,12.25,606.33,606.33,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.2,0600,9600,3.0,3.0,145.86,145.86,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10072.1,0200,0260,2.25,2.25,65.14,65.14,,,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10072.1,0200,0280,2.0,2.0,62.25,62.25,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10072.1,0500,0520,1.5,1.5,58.38,58.38,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10072.1,0500,0550,2.25,2.25,86.85,86.85,,,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10073.1,0200,0282,0.5,0.0,-0.5,21.23,0.0,-21.23,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10074.1,0200,0260,1.5,1.5,43.43,43.43,,,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10074.1,0200,0280,2.25,2.25,69.48,69.48,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10074.1,0500,0520,1.25,1.25,48.73,48.73,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10074.1,0500,0550,3.25,3.25,125.45,125.45,,,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10075.1,0200,0210,1.5,1.25,-0.25,63.69,46.44,-17.25,SHEET METAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10075.1,0400,0410,0.25,0.5,0.25,10.62,18.82,8.2,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10075.1,0400,0420,0.25,1.0,0.75,10.62,37.64,27.02,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10075.1,0600,0610,0.5,0.5,24.31,24.31,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10075.1,0600,0620,2.0,3.25,1.25,113.4,164.16,50.76,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10075.1,0600,0630,1.0,3.5,2.5,57.2,180.9,123.7,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10075.1,0600,9600,1.75,1.75,85.09,85.09,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10076.1,0400,0410,1.75,1.75,65.87,65.87,,,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10076.1,0400,0420,1.5,1.5,56.46,56.46,,,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10076.1,0600,0610,1.0,0.0,-1.0,57.2,0.0,-57.2,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10076.1,0600,0620,1.0,1.5,0.5,56.7,76.66,19.96,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10076.1,0600,0630,4.5,9.0,4.5,257.4,477.83,220.43,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10076.2,0600,0620,0.75,0.0,-0.75,42.53,0.0,-42.53,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10076.2,0600,0630,4.0,0.75,-3.25,228.8,40.21,-188.59,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10076.2,0600,9600,1.75,1.75,93.84,93.84,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10076.2,0600,9800,1.25,1.25,64.35,64.35,,,OVERTIME TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10076.2,0700,0820,1.25,1.25,64.35,64.35,,,SERVICE LABOR,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10077.1,0100,0110,1.0,0.75,-0.25,42.46,29.68,-12.78,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10077.1,0200,0200,1.0,1.0,37.64,37.64,,,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10077.1,0200,0270,2.0,0.0,-2.0,84.92,0.0,-84.92,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10077.1,0200,0282,1.0,0.0,-1.0,42.46,0.0,-42.46,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10077.1,0600,0610,1.0,0.75,-0.25,57.2,36.47,-20.73,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10077.1,0600,0620,1.0,1.0,0.0,56.7,49.7,-7.0,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10077.1,0600,0630,3.75,3.75,191.99,191.99,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10077.1,0600,0640,2.0,0.0,-2.0,228.8,0.0,-228.8,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10078.1,0200,0260,2.0,2.0,57.9,57.9,,,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10078.1,0200,0280,2.0,2.0,62.25,62.25,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10078.1,0500,0520,1.25,1.25,48.73,48.73,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10078.1,0500,0550,3.25,3.25,125.45,125.45,,,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.1,0100,0110,1.0,0.5,-0.5,42.46,19.78,-22.68,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.1,0200,0282,0.5,0.0,-0.5,21.23,0.0,-21.23,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.1,0600,0610,0.5,0.5,0.0,28.6,26.46,-2.14,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.1,0600,0620,2.0,2.0,0.0,113.4,103.62,-9.78,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.1,0600,0630,4.0,4.0,211.64,211.64,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.1,0600,0640,2.0,0.0,-2.0,228.8,0.0,-228.8,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.1,0600,0815,2.0,0.0,-2.0,114.4,0.0,-114.4,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.2,0100,0110,0.5,0.25,-0.25,21.23,9.9,-11.33,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.2,0500,0510,0.5,0.0,-0.5,21.23,0.0,-21.23,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.2,0500,0520,0.5,0.5,0.0,21.23,19.55,-1.68,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.2,0500,0530,0.5,0.0,-0.5,21.23,0.0,-21.23,PRINTED GRAPHICS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.2,0600,0612,1.0,0.0,-1.0,61.49,0.0,-61.49,INSTALL - NO CRANE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.2,0600,0630,1.25,1.25,53.63,53.63,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.2,0600,9600,0.5,0.5,21.45,21.45,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.4,0600,0610,0.75,0.75,36.47,36.47,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.4,0600,0620,1.5,1.5,71.4,71.4,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.4,0600,0630,4.0,4.0,194.48,194.48,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1008.1,0200,0220,11.25,11.25,399.06,399.06,,,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1008.1,0200,0830,1.0,1.0,42.59,42.59,,,DELIVERY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1008.1,0300,0310,2.5,2.5,80.49,80.49,,,BALLAST WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1008.1,0300,0330,5.75,5.75,235.97,235.97,,,NEON BENDING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1008.1,0400,0410,1.5,1.5,49.89,49.89,,,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1008.1,0500,0520,2.5,2.5,73.25,73.25,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1008.1,0500,0550,3.25,3.25,94.27,94.27,,,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0100,0110,2.0,0.75,-1.25,84.92,29.68,-55.24,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0200,0210,4.0,5.5,1.5,169.84,188.91,19.07,SHEET METAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0200,0215,6.0,6.0,0.0,254.76,214.25,-40.51,STRUCTURAL STEEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0200,0220,10.0,18.75,8.75,424.6,560.93,136.33,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0200,0260,4.0,0.0,-4.0,169.84,0.0,-169.84,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0200,0270,8.0,0.0,-8.0,339.68,0.0,-339.68,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0200,9200,0.75,0.75,22.45,22.45,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0400,0410,4.0,9.0,5.0,169.84,348.4,178.56,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0400,0420,8.0,5.5,-2.5,339.68,224.38,-115.3,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0400,9400,1.5,1.5,60.32,60.32,,,PAINT DEPT OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0500,0510,1.0,1.0,0.0,42.46,41.5,-0.96,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0500,0520,4.0,6.0,2.0,169.84,238.86,69.02,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0500,0550,6.0,7.0,1.0,254.76,289.04,34.28,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0600,0610,2.0,2.5,0.5,114.4,127.27,12.87,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0600,0620,2.0,0.75,-1.25,113.4,38.5,-74.9,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0600,0630,0.25,0.25,12.16,12.16,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0600,0640,5.0,0.0,-5.0,572.0,0.0,-572.0,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,0600,9600,4.75,4.75,259.55,259.55,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.2,0200,0830,2.0,0.0,-2.0,83.76,0.0,-83.76,DELIVERY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.2,0600,0610,2.0,0.75,-1.25,114.4,46.13,-68.27,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.2,0600,0620,0.5,0.5,30.1,30.1,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.2,0600,0625,1.25,1.25,76.88,76.88,,,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.2,5300,5320,2.0,0.0,-2.0,84.92,0.0,-84.92,ADMINSTRATIVE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.3,0099,0098,0.5,0.5,20.27,20.27,,,PERMIT SUBMITTED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.3,0099,0099,1.0,1.0,40.53,40.53,,,PERMIT RECEIVED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.1,0099,0098,0.5,0.5,20.27,20.27,,,PERMIT SUBMITTED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.1,0099,0099,1.0,1.0,40.53,40.53,,,PERMIT RECEIVED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.1,0100,0110,1.0,0.5,-0.5,42.46,19.78,-22.68,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.1,0200,0200,0.25,0.25,7.24,7.24,,,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.1,0200,0235,1.0,1.0,28.95,28.95,,,ROUTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.1,0200,0260,2.5,2.25,-0.25,106.15,86.85,-19.3,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.1,0500,0510,1.0,0.0,-1.0,42.46,0.0,-42.46,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.1,0500,0520,1.5,3.5,2.0,63.69,135.1,71.41,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.1,0500,0530,2.0,0.0,-2.0,84.92,0.0,-84.92,PRINTED GRAPHICS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.1,0500,0550,2.0,0.0,-2.0,84.92,0.0,-84.92,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.1,0600,0610,0.5,0.5,0.0,28.6,26.46,-2.14,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.1,0600,0620,0.66,0.5,-0.16,37.42,23.8,-13.62,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.1,0600,0630,2.0,2.0,103.68,103.68,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.1,0600,0640,1.0,0.0,-1.0,114.4,0.0,-114.4,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.2,0100,0110,1.0,0.25,-0.75,42.46,9.9,-32.56,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.2,0200,0200,0.25,0.25,7.24,7.24,,,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.2,0200,0235,1.25,1.25,36.19,36.19,,,ROUTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.2,0200,0260,2.0,1.0,-1.0,84.92,38.6,-46.32,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.2,0200,0270,1.0,1.0,38.6,38.6,,,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.2,0500,0510,1.0,0.0,-1.0,42.46,0.0,-42.46,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.2,0500,0520,1.5,0.0,-1.5,63.69,0.0,-63.69,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.2,0500,0530,2.0,0.0,-2.0,84.92,0.0,-84.92,PRINTED GRAPHICS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.2,0500,0550,2.0,1.5,-0.5,84.92,57.9,-27.02,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.2,0500,9500,0.25,0.25,9.65,9.65,,,VINYL DEPT OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
