linkToSalesperson_assoc_name,zip,phone,custNo,@ID,address,name,state,address_2,customer,linkToPymtTerms_assoc_desc,taxCode,contact,city,desc
Jeff Fye,50063,,5872,5872,1006 13TH ST,CHARLIE RHINEHART,IA,UNIT,"CHARLIE RHINEHART; 1006 13TH ST; UNIT; DALLAS CENTER, IA 50063",NET 30 DAYS,,,DALLAS CENTER,
Mike Ericson,76051,,3190,3190,GRAPEVINE MILLS MALL,CHARLEY’S GRILLED SUBS,TX,3000 GRAPEVINE MILLS PARKWAY; SPACE FC-03,"CHARLEY’S GRILLED SUBS; GRAPEVINE MILLS MALL; 3000 GRAPEVINE MILLS PARKWAY; SPACE FC-03; GRAPEVINE, TX 76051",NET 30 DAYS,,,GRAPEVINE,
Mike Ericson,89107,,3708,3708,MEADOWS MALL,CHARLEY'S PHILLY STEAKS,NV,4300 MEADOWS LN; SPACE 5110,"CHARLEY'S PHILLY STEAKS; MEADOWS MALL; 4300 MEADOWS LN; SPACE 5110; LAS VEGAS, NV 89107",NET 30 DAYS,,,LAS VEGAS,
Mike Ericson,27616,,3707,3707,TRIANGLE TOWN CENTER,CHARLEY'S PHILLY STEAKS,NC,5959 TRIANGLE TOWN BLIVD; FC-1124,"CHARLEY'S PHILLY STEAKS; TRIANGLE TOWN CENTER; 5959 TRIANGLE TOWN BLIVD; FC-1124; RALEIGH, NC 27616",NET 30 DAYS,,,RALEIGH,
Mike Ericson,33388,,3673,3673,8000 WEST BROWARD BLVD,CHARLEY'S PHILLY STEAKS,FL,BROWARD MALL; SPACE #FC12,"CHARLEY'S PHILLY STEAKS; 8000 WEST BROWARD BLVD; BROWARD MALL; SPACE #FC12; PLANTATION, FL 33388",NET 30 DAYS,,,PLANTATION,
Mike Ericson,92705,,3661,3661,WESTFIELD MAINPLACE- SPACE FC-7,CHARLEY'S PHILLY STEAKS,CA,2800 N. MAIN ST,"CHARLEY'S PHILLY STEAKS; WESTFIELD MAINPLACE- SPACE FC-7; 2800 N. MAIN ST; SANTA ANA, CA 92705",NET 30 DAYS,,,SANTA ANA,
Mike Ericson,32605,,3640,3640,OAKS MALL,CHARLEY'S PHILLY STEAKS,FL,6419 NEWBERRY RD; FC G6,"CHARLEY'S PHILLY STEAKS; OAKS MALL; 6419 NEWBERRY RD; FC G6; GAINESVILLE, FL 32605",NET 30 DAYS,,,GAINESVILLE,
Mike Ericson,91210,,3604,3604,GLENDALE GALLERIA ; SPACE FC-5,CHARLEY'S PHILLY STEAKS,CA,100 WEST BROADWAY,"CHARLEY'S PHILLY STEAKS; GLENDALE GALLERIA ; SPACE FC-5; 100 WEST BROADWAY; GLENDALE, CA 91210",NET 30 DAYS,,,GLENDALE,
Mike Ericson,65804,,3588,3588,BATTLEFIELD MALL,CHARLEY'S PHILLY STEAKS,MO,SPACE #VC08 2825 GLENSTONE AVE.,"CHARLEY'S PHILLY STEAKS; BATTLEFIELD MALL; SPACE #VC08 2825 GLENSTONE AVE.; SPRINGFIELD, MO 65804",NET 30 DAYS,,,SPRINGFIELD,
,20901,(301) 754-3946,26950,26950,10720 Columbia Pike,CHOICE HOTELS INTERNATIONAL,MD,,"CHOICE HOTELS INTERNATIONAL; 10720 Columbia Pike; Silver Spring, MD 20901",NET 30 DAYS,,,Silver Spring,
,50131,515 210 2890,5659,5659,6163 NW 86TH ST.,CHOICE CREATIVE SOLUTIONS,IA,SUITE 101,"CHOICE CREATIVE SOLUTIONS; 6163 NW 86TH ST.; SUITE 101; JOHNSTON, IA 50131",NET 30 DAYS,,,JOHNSTON,
,50266-5901,,2310,2310,"4150 WESTOWN PKWY, STE. 201",CHIROPRACTIC IN MOTION,IA,,"CHIROPRACTIC IN MOTION; 4150 WESTOWN PKWY, STE. 201; WEST DES MOINES, IA 50266-5901",NET 30 DAYS,,Shannon White,WEST DES MOINES,
,50021,515-238-6902,2365,2365,304 SE DELAWARE AVE,CHIROPRACTIC ASSOCIATES,IA,,"CHIROPRACTIC ASSOCIATES; 304 SE DELAWARE AVE; ANKENY, IA 50021",NET 30 DAYS,,Rocky Reeves,ANKENY,
Mike Ericson,50315,,3374,3374,1000 ARMY POST RD.,CHIROPLUS,IA,,"CHIROPLUS; 1000 ARMY POST RD.; DES MOINES, IA 50315",NET 30 DAYS,,,DES MOINES,
,80202,(303) 595-4000 x6629,26900,26900,"1543 Wazee St., Ste. 200",CHIPOTLE MEXICAN GRILL,CO,,"CHIPOTLE MEXICAN GRILL; 1543 Wazee St., Ste. 200; Denver, CO 80202",NET 30 DAYS,,,Denver,
Joe Phillips,50315,,4904,4904,4804 SW 9TH STREET,CHINA ONE BUFFET,IA,,"CHINA ONE BUFFET; 4804 SW 9TH STREET; DES MOINES, IA 50315",NET 30 DAYS,,,DES MOINES,
,50312,515237-0022,2190,2190,2301 INGERSOL AVENUE,CHINA ONE,IA,,"CHINA ONE; 2301 INGERSOL AVENUE; DES MOINES, IA 50312",1% 10th of month net eom,,Lisa,DES MOINES,
,50312,244-4343,26850,26850,4717 Grand Ave,CHINA MOTORS,IA,,"CHINA MOTORS; 4717 Grand Ave; Des Moines, IA 50312",NET 30 DAYS,,,Des Moines,
,50265,515-222-1422,3304,3304,5002 EP TRUE PARKWAY,CHINA JADE,IA,,"CHINA JADE; 5002 EP TRUE PARKWAY; WEST DES MOINES, IA 50265",NET 30 DAYS,,,WEST DES MOINES,
House,50265-4200,,2571,2571,2020 GRAND AVE,CHINA GARDEN,IA,,"CHINA GARDEN; 2020 GRAND AVE; WEST DES MOINES, IA 50265-4200",NET 30 DAYS,,Eugene,WEST DES MOINES,
,7094,(201) 558-2400 x2405,26800,26800,915 Secaucus Rd.,CHILDREN'S PLACE RETAIL STORES,NJ,,"CHILDREN'S PLACE RETAIL STORES; 915 Secaucus Rd.; Secaucus, NJ 7094",NET 30 DAYS,,,Secaucus,
Joe Phillips,50311,515-255-8101,2233,2233,6733 UNIVERSITY AVE,CHILDREN'S LEARNING DEN,IA,,"CHILDREN'S LEARNING DEN; 6733 UNIVERSITY AVE; WINDSOR HEIGHTS, IA 50311",NET 30 DAYS,,MOHSIN HUSSAIN,WINDSOR HEIGHTS,
Brian Thompson,50323,,3267,3267,2401 NW 128TH STREET,CHILDREN'S DENTAL CENTER,IA,,"CHILDREN'S DENTAL CENTER; 2401 NW 128TH STREET; URBANDALE, IA 50323",NET 30 DAYS,,Brian Balmer,URBANDALE,
,11581,516.410.6110,2749,2749,22 KENMORE RD,CHIERA CORP.,NY,,"CHIERA CORP.; 22 KENMORE RD; VALLEY STREAM, NY 11581",NET 30 DAYS,,Chris Horvath,VALLEY STREAM,
,33919,(239) 274-4131,26750,26750,12901 McGregor Blvd.,CHICO'S,FL,,"CHICO'S; 12901 McGregor Blvd.; Forts Myers, FL 33919",NET 30 DAYS,,,Forts Myers,
Joe Phillips,50265,515-223-0088,2527,2527,1960 GRAND AVE,CHICKEN COOP SPORTS BAR & GRILL,IA,SUITE #23,"CHICKEN COOP SPORTS BAR & GRILL; 1960 GRAND AVE; SUITE #23; WEST DES MOINES, IA 50265",NET 30 DAYS,,Ken Beister,WEST DES MOINES,
,30349-2998,(404) 765-8000,26700,26700,DMC Vendor Support Board,CHICK-FIL-A INC.,GA,5200 Buffington Rd.,"CHICK-FIL-A INC.; DMC Vendor Support Board; 5200 Buffington Rd.; Atlanta, GA 30349-2998",NET 30 DAYS,,,Atlanta,
,7071,201-446-6887,26650,26650,10 Stuyvesant Ave.,"CHICAGO RESTAURANT CO., LLC",NJ,,"CHICAGO RESTAURANT CO., LLC; 10 Stuyvesant Ave.; Lyndhrst, NJ 7071",NET 30 DAYS,,,Lyndhrst,
,94583,(925) 842-8644,26600,26600,6001 Bollinger Canyon Rd.,CHEVRON-TXACO CORP.,CA,,"CHEVRON-TXACO CORP.; 6001 Bollinger Canyon Rd.; San Ramon, CA 94583",NET 30 DAYS,,,San Ramon,
,50313,515 243 8112,6108,6108,971 NE BROADWAY AVE. B,CHESTNUT SIGNS,IA,,"CHESTNUT SIGNS; 971 NE BROADWAY AVE. B; DES MOINES, IA 50313",NET 30 DAYS,,,DES MOINES,
,50313,,2123,2123,971 NE BROADWAY AVE.,CHESNUT SIGNS,IA,,"CHESNUT SIGNS; 971 NE BROADWAY AVE.; DES MOINES, IA 50313",NET 30 DAYS,IA77,,DES MOINES,
Kent Reed,57103,605-670-9654,3689,3689,# 106,CHERRYBERRY OSHKOSH,SD,2901 E. MADISON ST.,"CHERRYBERRY OSHKOSH; # 106; 2901 E. MADISON ST.; SIOUX FALLS, SD 57103",NET 30 DAYS,,Jason Madsen,SIOUX FALLS,
Kent Reed,57104,605-338-1330,3629,3629,1401 N. C AVE.,CHERRYBERRY DEVELOPMENT,SD,,"CHERRYBERRY DEVELOPMENT; 1401 N. C AVE.; SIOUX FALLS, SD 57104",NET 30 DAYS,,Carrie Styles,SIOUX FALLS,
Kent Reed,58401,302-690-3323,3734,3734,2505 6TH AVE SW,CHERRYBERRY,ND,,"CHERRYBERRY; 2505 6TH AVE SW; JAMESTOWN, ND 58401",NET 30 DAYS,,Janki Patel,JAMESTOWN,
Jeff Fye,50317,,6027,6027,2822 E UNIVERSITY,CIGARETTE ENERGY DISCOUNT STORE,IA,,"CIGARETTE ENERGY DISCOUNT STORE; 2822 E UNIVERSITY; DES MOINES, IA 50317",NET 30 DAYS,,Margie Brown,DES MOINES,
Kent Reed,50320,515-280-1640,5314,5314,3411 SE 14TH ST.,CICI'S PIZZA,IA,,"CICI'S PIZZA; 3411 SE 14TH ST.; DES MOINES, IA 50320",NET 30 DAYS,,Randi Paporello,DES MOINES,
,75019,(972) 745-4200,27400,27400,1080 W. Bethel Rd.,CICI'S PIZZA,TX,,"CICI'S PIZZA; 1080 W. Bethel Rd.; Coppell, TX 75019",NET 30 DAYS,,,Coppell,
Kent Reed,50310,972-408-5712,4338,4338,SUITE 5B,CICI'S PIZZA,IA,"4349 MERLE HAY RD,","CICI'S PIZZA; SUITE 5B; 4349 MERLE HAY RD,; DES MOINES, IA 50310",NET 30 DAYS,,Randi,DES MOINES,
,65807,(417) 823-9006,27300,27300,1604 E. Republic Rd.,"CHURCHILL COFFEE COMPANY, LL",MO,,"CHURCHILL COFFEE COMPANY, LL; 1604 E. Republic Rd.; Springfield, MO 65807",NET 30 DAYS,,,Springfield,
,30328,(866) 232-4402,27350,27350,"980 Hammond Dr., #1100",CHURCH'S CHICKEN,GA,,"CHURCH'S CHICKEN; 980 Hammond Dr., #1100; Atlanta, GA 30328",NET 30 DAYS,,,Atlanta,
Brian Thompson,89145,734-846-3821,27250,27250,950 S. Cimarron Way,CHUNG NYOUNG LEE,NV,,"CHUNG NYOUNG LEE; 950 S. Cimarron Way; Las Vegas, NV 89145",NET 30 DAYS,,Taehoon Kim,Las Vegas,
,32218,307-679-7857,27200,27200,A.C. Enterprises PMB 133,CHUCK YATES,FL,1038-5 Dunn Ave,"CHUCK YATES; A.C. Enterprises PMB 133; 1038-5 Dunn Ave; Jacksonville, FL 32218",NET 30 DAYS,,,Jacksonville,
Kent Reed,50023,515-783-1640,4427,4427,106 SW STATE ST.,CHUCHU DONUTS,IA,,"CHUCHU DONUTS; 106 SW STATE ST.; ANKENY, IA 50023",NET 30 DAYS,,Kim Lang,ANKENY,
Joe Phillips,66860,,6103,6103,311 MAIN STREET,CHUBBY FOODS,KS,,"CHUBBY FOODS; 311 MAIN STREET; MADISON, KS 66860",NET 30 DAYS,,Andy Massoth,MADISON,
Rich Thompson,50309,515 783 1640,5284,5284,550 SW9TH ST,CHU CHU DONUTS,IA,STE 5108,"CHU CHU DONUTS; 550 SW9TH ST; STE 5108; DES MOINES, IA 50309",NET 30 DAYS,,K L Chuinn,DES MOINES,
,48326-2766,(248) 512-2062,27150,27150,CIMS 485-04-25,CHRYSLER CORP.,MI,1000 Chrysler Dr.,"CHRYSLER CORP.; CIMS 485-04-25; 1000 Chrysler Dr.; Auburn Hills, MI 48326-2766",NET 30 DAYS,,,Auburn Hills,
,50236,,3882,3882,213 E. POPLAR ST.,CHRISTY HENRY,IA,,"CHRISTY HENRY; 213 E. POPLAR ST.; ROLAND, IA 50236",NET 30 DAYS,,Christy Henry,ROLAND,
,55343-7664,,2124,2124,607 2ND ST S,CHRISTOPHERSON PROPERTIES,MN,,"CHRISTOPHERSON PROPERTIES; 607 2ND ST S; HOPKINS, MN 55343-7664",NET 30 DAYS,,,HOPKINS,
Joe Phillips,55343-7664,952-473-5750,2108,2108,607 2ND ST S,CHRISTOPHERSON PROPERTIES,MN,,"CHRISTOPHERSON PROPERTIES; 607 2ND ST S; HOPKINS, MN 55343-7664",1% 10 DAYS - NET 30,,Peg Muell,HOPKINS,
,55441,(763) 551-5000 x5110,27100,27100,2400 Xenium Ln. North,CHRISTOPHER & BANKS CORPORATIO,MN,,"CHRISTOPHER & BANKS CORPORATIO; 2400 Xenium Ln. North; Plymouth, MN 55441",NET 30 DAYS,,,Plymouth,
Brian Thompson,50125,515-961-3653,2664,2664,1602 NORTH 14TH STREET,CHRISTIAN OPPORTUNITY CENTER,IA,,"CHRISTIAN OPPORTUNITY CENTER; 1602 NORTH 14TH STREET; INDIANOLA, IA 50125",NET 30 DAYS,,Barb Driscoll,INDIANOLA,
Jeff Fye,50321,,5763,5763,9001 FLEUR DR,CHRISTIAN LIFE ASSEMBLY OF GOD,IA,,"CHRISTIAN LIFE ASSEMBLY OF GOD; 9001 FLEUR DR; DES MOINES, IA 50321",NET 30 DAYS,,,DES MOINES,
Joe Phillips,50265,515-274-3702,2473,2473,840 1ST STREET,CHRISTAL'S,IA,,"CHRISTAL'S; 840 1ST STREET; WEST DES MOINES, IA 50265",NET 30/FC 18% ANNUAL,,Pat La Fary,WEST DES MOINES,
,50009,(000) 000-0000,27050,27050,601 1st Ave. N.,CHRIST THE KING LUTHERAN CHURC,IA,,"CHRIST THE KING LUTHERAN CHURC; 601 1st Ave. N.; Altoona, IA 50009",NET 30 DAYS,,,Altoona,
Mike Ericson,50304,,5389,5389,1619 E. UNIVERSITY,CHRIST APOSTOLIC TEMPLE TV STUDIO,IA,,"CHRIST APOSTOLIC TEMPLE TV STUDIO; 1619 E. UNIVERSITY; DES MOINES, IA 50304",NET 30 DAYS,,,DES MOINES,
,50265,515 473 2999,4651,4651,# 6,CHRIS HERZBERE- THE ITA GROUP.,IA,4600 WESTOWN PKWY,"CHRIS HERZBERE- THE ITA GROUP.; # 6; 4600 WESTOWN PKWY; WEST DES MOINES, IA 50265",NET 30 DAYS,,,WEST DES MOINES,
Kent Reed,50310,,4409,4409,5107 HICKMAN RD.,CHRIS HANDLOS,IA,,"CHRIS HANDLOS; 5107 HICKMAN RD.; DES MOINES, IA 50310",NET 30 DAYS,,,DES MOINES,
,50063,515 314 2242,4009,4009,29412 WOODLAND HILLS DR.,CHRIS FEELEY,IA,,"CHRIS FEELEY; 29412 WOODLAND HILLS DR.; DES MOINES, IA 50063",NET 30 DAYS,,,DES MOINES,
,32961,,27000,27000,788 US Highway 1,CHRIS & SARAH PERRIN,FL,,"CHRIS & SARAH PERRIN; 788 US Highway 1; Vero Beach, FL 32961",NET 30 DAYS,,,Vero Beach,
Jeff Fye,50058,,5856,5856,123 S. 3RD AVE,CITY OF COON RAPIDS,IA,,"CITY OF COON RAPIDS; 123 S. 3RD AVE; COON RAPIDS, IA 50058",NET 30 DAYS,,,COON RAPIDS,
Joe Phillips,50325,515-223-6220,3799,3799,1900 NW 114TH STREET,CITY OF CLIVE,IA,,"CITY OF CLIVE; 1900 NW 114TH STREET; CLIVE, IA 50325",NET 30 DAYS,,Ryan Heiland,CLIVE,
Tom Nagle,50023,,5303,5303,220 W. FIRST ST.,CITY OF ANKENY PARKS & RECREATION,IA,,"CITY OF ANKENY PARKS & RECREATION; 220 W. FIRST ST.; ANKENY, IA 50023",NET 30 DAYS,,,ANKENY,
,50010,515-239-5243,2746,2746,200 EAST 5TH STREET,CITY OF AMES POWER PLANT,IA,,"CITY OF AMES POWER PLANT; 200 EAST 5TH STREET; AMES, IA 50010",NET 30 DAYS,,Dell Brown,AMES,
,50010,,4479,4479,515 CLARK,CITY OF AMES,IA,,"CITY OF AMES; 515 CLARK; AMES, IA 50010",NET 30 DAYS,,Karen,AMES,
,50009,,5377,5377,900 VENBURY DR.,"CITY OF ALTOONA ENGINEER, JON HANSON",IA,SUITE A,"CITY OF ALTOONA ENGINEER, JON HANSON; 900 VENBURY DR.; SUITE A; ALTOONA, IA 50009",NET 30 DAYS,,,ALTOONA,
Jeff Fye,50007,,6166,6166,14000 NE 6TH ST.,CITY OF ALLEMAN,IA,,"CITY OF ALLEMAN; 14000 NE 6TH ST.; ALLEMAN, IA 50007",NET 30 DAYS,,,ALLEMAN,
,2910,(401) 456-7000,28050,28050,100 Sockanosset CrossRds,CITIZENS FINANCIAL GROUP,RI,,"CITIZENS FINANCIAL GROUP; 100 Sockanosset CrossRds; Cranston, RI 2910",NET 30 DAYS,,,Cranston,
,2886,(401) 456-7000,28100,28100,480 Jefferson Blvd.,CITIZENS FINANCIAL GROUP,RI,,"CITIZENS FINANCIAL GROUP; 480 Jefferson Blvd.; Warwick, RI 2886",NET 30 DAYS,,,Warwick,
,33610,(813) 604-0181,28000,28000,3800 Citigroup Center Mailstop,"CITIBANK, N.A.",FL,,"CITIBANK, N.A.; 3800 Citigroup Center Mailstop; Tampa, FL 33610",NET 30 DAYS,,,Tampa,
,74136,918-495-4000,27950,27950,1 Warren Place,CITGO PETROLEUM CORPORATION,OK,6100 S. Yale Ave.,"CITGO PETROLEUM CORPORATION; 1 Warren Place; 6100 S. Yale Ave.; Tulsa, OK 74136",NET 30 DAYS,,,Tulsa,
,50322,,2827,2827,4143 109TH ST.,CITADEL BROADCASTING,IA,,"CITADEL BROADCASTING; 4143 109TH ST.; URBANDALE, IA 50322",NET 30 DAYS,,,URBANDALE,
,22030,(804) 527-4000,27900,27900,10314 Cleveland St.,CIRCUIT CITY GROUP,VA,,"CIRCUIT CITY GROUP; 10314 Cleveland St.; Fairfax, VA 22030",NET 30 DAYS,,,Fairfax,
,50021,800-458-4465,27850,27850,2701 SE Convenience Boulevard,CIRAS,IA,,"CIRAS; 2701 SE Convenience Boulevard; Ankeny, IA 50021",NET 30 DAYS,,Kathleen Bryan,Ankeny,
,45150,(513) 965-4980,27800,27800,Central Purchasing Group,CINTAS,OH,27 Whitney Dr.,"CINTAS; Central Purchasing Group; 27 Whitney Dr.; Milford, OH 45150",NET 30 DAYS,,,Milford,
,T2H 0T1,,27750,27750,6910 Farrell Rd. SE,CINNZEO,AB,,"CINNZEO; 6910 Farrell Rd. SE; Calgary, AB T2H 0T1",NET 30 DAYS,,,Calgary,
Mike Ericson,80112,(303) 770-5075 x12,27700,27700,"7346 S. Alton Way, #10-A",CINNAMONSTER,CO,,"CINNAMONSTER; 7346 S. Alton Way, #10-A; Englewood, CO 80112",NET 30 DAYS,,,Englewood,
House,70364,,2199,2199,5953 W PARK AVE,CINNAMONSTER,LA,,"CINNAMONSTER; 5953 W PARK AVE; HOUMA, LA 70364",1% 10th of month net eom,,,HOUMA,
,57101,,27650,27650,2930 W. Maple,CINNAMON ST BAKERY & COFFEE CO,SD,,"CINNAMON ST BAKERY & COFFEE CO; 2930 W. Maple; Sioux Falls, SD 57101",NET 30 DAYS,,,Sioux Falls,
,30342,(404) 236-6000,27600,27600,5565 Glenridge Connector,CINGULAR WIRELESS,GA,,"CINGULAR WIRELESS; 5565 Glenridge Connector; Atlanta, GA 30342",NET 30 DAYS,,,Atlanta,
Brian Thompson,30004,(404) 236-6000,27550,27550,"12555 Cingular Way, Ste. 410",CINGULAR WIRELESS,GA,,"CINGULAR WIRELESS; 12555 Cingular Way, Ste. 410; Alpharetta, GA 30004",NET 30 DAYS,,,Alpharetta,
Joe Phillips,75093,,4148,4148,3900 DALLAS PARKWAY,"CINEMARK USA, INC.",TX,SUITE 500,"CINEMARK USA, INC.; 3900 DALLAS PARKWAY; SUITE 500; PLANO, TX 75093",NET 30 DAYS,,,PLANO,
,92088-1480,,27500,27500,P. O. Box 1480,CINDY'S CINNAMON ROLLS,CA,,"CINDY'S CINNAMON ROLLS; P. O. Box 1480; Fallbrook, CA 92088-1480",NET 30 DAYS,,,Fallbrook,
,19192-1550,(215) 640-1000,27450,27450,1 Liberty Place,CIGNA CORPORATION,PA,,"CIGNA CORPORATION; 1 Liberty Place; Philadelphia, PA 19192-1550",NET 30 DAYS,,,Philadelphia,
Brian Thompson,50317,309-738-0518,2677,2677,2914 E UNIVERSITY AVENUE,CIGARETTE OUTLET,IA,,"CIGARETTE OUTLET; 2914 E UNIVERSITY AVENUE; DES MOINES, IA 50317",NET 30 DAYS,,Mike Gripp,DES MOINES,
Kent Reed,50324,515-778-2773,4379,4379,1145 66TH ST.,CITY OF WINDSOR HEIGHTS,IA,,"CITY OF WINDSOR HEIGHTS; 1145 66TH ST.; WINDSOR HEIGHTS, IA 50324",NET 30 DAYS,,Jason VanAusdall,WINDSOR HEIGHTS,
Mike Ericson,50265,,2966,2966,P.O. BOX 65320,CITY OF WEST DES MOINES PARKS & REC,IA,,"CITY OF WEST DES MOINES PARKS & REC; P.O. BOX 65320; WEST DES MOINES, IA 50265",NET 30 DAYS,,,WEST DES MOINES,
Joe Phillips,50265,,4858,4858,4200 MILLS CIVIC PARKWAY,CITY OF WEST DES MOINES CITY HALL,IA,,"CITY OF WEST DES MOINES CITY HALL; 4200 MILLS CIVIC PARKWAY; WEST DES MOINES, IA 50265",NET 30 DAYS,Iowa Code: 423.3(31),,WEST DES MOINES,
,50322,,3442,3442,3600 86TH ST,CITY OF URBANDALE,IA,,"CITY OF URBANDALE; 3600 86TH ST; URBANDALEIA, IA 50322",NET 30 DAYS,,,URBANDALEIA,
Brian Thompson,50226,984-6233,3352,3352,112 S. 3RD STREET,CITY OF POLK CITY,IA,,"CITY OF POLK CITY; 112 S. 3RD STREET; POLK CITY, IA 50226",NET 30 DAYS,,,POLK CITY,
Joe Phillips,50327,515-309-0049,3174,3174,5160 MAPLE DRIVE,CITY OF PLEASANT HILL,IA,SUITE A,"CITY OF PLEASANT HILL; 5160 MAPLE DRIVE; SUITE A; PLEASANT HILL, IA 50327",NET 30 DAYS,,Heath Ellis,PLEASANT HILL,
Joe Phillips,50220,515-465-2481,2568,2568,1102 WILLIS AVENUE,CITY OF PERRY,IA,SUITE 100,"CITY OF PERRY; 1102 WILLIS AVENUE; SUITE 100; PERRY, IA 50220",NET 30 DAYS,,Wendy Goodale,PERRY,
Rich Thompson,50216,641 755 2164,5025,5025,102 NW 2ND,CITY OF PANORA IOWA,IA,PO BOX 98,"CITY OF PANORA IOWA; 102 NW 2ND; PO BOX 98; PANORA, IA 50216",NET 30 DAYS,Governmental Agency,,PANORA,
,50213,,6422,6422,115 NORTH FILLMORE,CITY OF OSCEOLA,IA,PO BOX # 465,"CITY OF OSCEOLA; 115 NORTH FILLMORE; PO BOX # 465; OSCEOLA, IA 50213",NET 30 DAYS,,,OSCEOLA,
Jeff Fye,50212,,6179,6179,513 W. WALNUT ST.,CITY OF OGDEN,IA,,"CITY OF OGDEN; 513 W. WALNUT ST.; OGDEN, IA 50212",NET 30 DAYS,Municipality,,OGDEN,
Joe Phillips,50211,515-981-0228,3213,3213,CITY HALL,CITY OF NORWALK,IA,705 NORTH AVENUE,"CITY OF NORWALK; CITY HALL; 705 NORTH AVENUE; NORWALK, IA 50211",NET 30 DAYS,,Chris Nosbisch,NORWALK,
Joe Phillips,50211,515-981-0228,3211,3211,PUBLIC WORKS COMPLEX,CITY OF NORWALK,IA,2626 NORTH AVE,"CITY OF NORWALK; PUBLIC WORKS COMPLEX; 2626 NORTH AVE; NORWALK, IA 50211",NET 30 DAYS,,Tim Hoskins,NORWALK,
Kent Reed,51455,712-655-6246,4505,4505,717 3RD STREET,"CITY OF MANNING, MAINSTREET MANNING",IA,,"CITY OF MANNING, MAINSTREET MANNING; 717 3RD STREET; MANNING, IA 51455",NET 30 DAYS,Government,Dawn Rohe,MANNING,
,50851,,4361,4361,200 S. MAIN ST.,CITY OF LENOX,IA,,"CITY OF LENOX; 200 S. MAIN ST.; LENOX, IA 50851",NET 30 DAYS,,,LENOX,
Ryan Wolff,50851,641-333-4272,4232,4232,200 S. MAIN ST.,CITY OF LENOX,IA,,"CITY OF LENOX; 200 S. MAIN ST.; LENOX, IA 50851",NET 30 DAYS,,Mrs. Michelle Tullberg,LENOX,
Joe Phillips,50131,515-278-2344,3124,3124,PO BOX 410,CITY OF JOHNSTON,IA,6221 MERLE HAY ROAD,"CITY OF JOHNSTON; PO BOX 410; 6221 MERLE HAY ROAD; JOHNSTON, IA 50131",NET 30 DAYS,,Ron Ward,JOHNSTON,
Jeff Fye,50125,,5880,5880,110 N 1ST ST,CITY OF INDIANOLA,IA,,"CITY OF INDIANOLA; 110 N 1ST ST; INDIANOLA, IA 50125",NET 30 DAYS,,,INDIANOLA,
Joe Phillips,50124,,3371,3371,NELS A. NORD PUBLIC SAFETY BUILDING,CITY OF HUXLEY,IA,515 NORTH MAIN AVENUE,"CITY OF HUXLEY; NELS A. NORD PUBLIC SAFETY BUILDING; 515 NORTH MAIN AVENUE; HUXLEY, IA 50124",NET 30 DAYS,,,HUXLEY,
,50124,515-597-2562,3029,3029,515 N MAIN AVE,CITY OF HUXLEY,IA,,"CITY OF HUXLEY; 515 N MAIN AVE; HUXLEY, IA 50124",NET 30 DAYS,,,HUXLEY,
Joe Phillips,51444,,5902,5902,238 W 2ND STREET,CITY OF HALBUR,IA,,"CITY OF HALBUR; 238 W 2ND STREET; HALBUR, IA 51444",NET 30 DAYS,,Joyce Wittrock,HALBUR,
,50111,986-3036,5078,5078,101 N. HARVEY STREET,CITY OF GRIMES,IA,,"CITY OF GRIMES; 101 N. HARVEY STREET; GRIMES, IA 50111",NET 30 DAYS,,Joe McAreavy,GRIMES,
Mike Ericson,50105,,2941,2941,119 MAIN ST,CITY OF GILBERT,IA,PO BOX 29,"CITY OF GILBERT; 119 MAIN ST; PO BOX 29; GILBERT, IA 50105",NET 30 DAYS,,,GILBERT,
Joe Phillips,50309-1891,515-237-1376,28110,28110,FIRST FLOOR CITY HALL,CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE,IA,400 ROBERT D. RAY DR,"CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE; FIRST FLOOR CITY HALL; 400 ROBERT D. RAY DR; DES MOINES, IA 50309-1891",NET 30 DAYS,,Sandra Dreyer,DES MOINES,
,50309,,5320,5320,400 ROBERT D RAY DRIVE,CITY OF DES MOINES REAL ESTATE DIVISION,IA,,"CITY OF DES MOINES REAL ESTATE DIVISION; 400 ROBERT D RAY DRIVE; DES MOINES, IA 50309",NET 30 DAYS,,,DES MOINES,
,50313,515-323-8950,3318,3318,100 EAST EUCLID AVE.,CITY OF DES MOINES MUNICIPAL HOUSING AGENCY,IA,SUITE 101,"CITY OF DES MOINES MUNICIPAL HOUSING AGENCY; 100 EAST EUCLID AVE.; SUITE 101; DES MOINES, IA 50313",NET 30 DAYS,,,DES MOINES,
,84062,(801) 785-4497,28550,28550,533 West Center,CLEAN FLICKS LLC,UT,,"CLEAN FLICKS LLC; 533 West Center; Pleasant Grove, UT 84062",NET 30 DAYS,,,Pleasant Grove,
,37804,865-380-3000,28500,28500,5000 Clayton Rd.,"CLAYTON HOMES, INC.",TN,,"CLAYTON HOMES, INC.; 5000 Clayton Rd.; Maryville, TN 37804",NET 30 DAYS,,,Maryville,
,50323,515 669 3000,5091,5091,15415 BROOKVIEW DR.,CLAYTEN CODER,IA,,"CLAYTEN CODER; 15415 BROOKVIEW DR.; URBANDALE, IA 50323",NET 30 DAYS,,,URBANDALE,
